company,fiscal_year,section,topic,mentions,word_count,mentions_per_10k_words,topic_rate_change
Target,2024,MD&A,Capital Investment,6,25449,2.357656489449487,-0.15395973559132692
Target,2025,MD&A,Capital Investment,7,27980,2.501786990707648,0.14413050125816085
Target,2026,MD&A,Capital Investment,7,29270,2.3915271609156132,-0.11025982979203475
Target,2022,MD&A,Competition,15,24547,6.110726361673525,
Target,2023,MD&A,Competition,14,23889,5.860437858428566,-0.2502885032449589
Target,2024,MD&A,Competition,14,25449,5.501198475382137,-0.3592393830464289
Target,2025,MD&A,Competition,25,27980,8.9349535382416,3.433755062859464
Target,2026,MD&A,Competition,28,29270,9.566108643662453,0.6311551054208522
Target,2022,MD&A,Consumer Demand,2,24547,0.8147635148898033,
Target,2023,MD&A,Consumer Demand,2,23889,0.8372054083469379,0.022441893457134654
Target,2024,MD&A,Consumer Demand,2,25449,0.7858854964831624,-0.05131991186377549
Target,2025,MD&A,Consumer Demand,12,27980,4.288777698355968,3.5028922018728057
Target,2026,MD&A,Consumer Demand,12,29270,4.099760847283909,-0.18901685107205957
Target,2022,MD&A,Cybersecurity,15,24547,6.110726361673525,
Target,2023,MD&A,Cybersecurity,18,23889,7.534848675122441,1.4241223134489163
Target,2024,MD&A,Cybersecurity,71,25449,27.898935125152263,20.364086450029824
Target,2025,MD&A,Cybersecurity,65,27980,23.23087919942816,-4.668055925724104
Target,2026,MD&A,Cybersecurity,64,29270,21.865391185514177,-1.365488013913982
Target,2022,MD&A,Debt & Interest Rates,93,24547,37.886503442375854,
Target,2023,MD&A,Debt & Interest Rates,94,23889,39.348654192306086,1.462150749930231
Target,2024,MD&A,Debt & Interest Rates,90,25449,35.36484734174231,-3.9838068505637736
Target,2025,MD&A,Debt & Interest Rates,84,27980,30.02144388849178,-5.343403453250531
Target,2026,MD&A,Debt & Interest Rates,86,29270,29.38161940553468,-0.6398244829571027
Target,2022,MD&A,Economic Uncertainty,6,24547,2.44429054466941,
Target,2023,MD&A,Economic Uncertainty,8,23889,3.3488216333877516,0.9045310887183415
Target,2024,MD&A,Economic Uncertainty,11,25449,4.322370230657393,0.9735485972696414
Target,2025,MD&A,Economic Uncertainty,15,27980,5.36097212294496,1.0386018922875673
Target,2026,MD&A,Economic Uncertainty,15,29270,5.124701059104886,-0.236271063840074
Target,2022,MD&A,Inflation & Costs,6,24547,2.44429054466941,
Target,2023,MD&A,Inflation & Costs,8,23889,3.3488216333877516,0.9045310887183415
Target,2024,MD&A,Inflation & Costs,6,25449,2.357656489449487,-0.9911651439382645
Target,2025,MD&A,Inflation & Costs,7,27980,2.501786990707648,0.14413050125816085
Target,2026,MD&A,Inflation & Costs,7,29270,2.3915271609156132,-0.11025982979203475
Target,2022,MD&A,Inventory,73,24547,29.738868293477818,
Target,2023,MD&A,Inventory,92,23889,38.511448783959146,8.772580490481328
Target,2024,MD&A,Inventory,85,25449,33.4001336005344,-5.111315183424743
Target,2025,MD&A,Inventory,77,27980,27.51965689778413,-5.880476702750272
Target,2026,MD&A,Inventory,76,29270,25.965152032798084,-1.554504864986047
Target,2022,MD&A,Labor,67,24547,27.294577748808408,
Target,2023,MD&A,Labor,71,23889,29.720791996316297,2.4262142475078896
Target,2024,MD&A,Labor,72,25449,28.291877873393847,-1.4289141229224498
Target,2025,MD&A,Labor,79,27980,28.234453180843463,-0.05742469255038429
Target,2026,MD&A,Labor,86,29270,29.38161940553468,1.1471662246912153
Target,2022,MD&A,Regulation,27,24547,10.999307451012344,
Target,2023,MD&A,Regulation,27,23889,11.302273012683663,0.3029655616713196
Target,2024,MD&A,Regulation,36,25449,14.145938936696924,2.8436659240132602
Target,2025,MD&A,Regulation,46,27980,16.440314510364544,2.2943755736676206
Target,2026,MD&A,Regulation,47,29270,16.057396651861975,-0.38291785850256943
Target,2022,MD&A,Supply Chain,61,24547,24.850287204138997,
Target,2023,MD&A,Supply Chain,60,23889,25.116162250408138,0.2658750462691408
Target,2024,MD&A,Supply Chain,60,25449,23.576564894494872,-1.5395973559132656
Target,2025,MD&A,Supply Chain,67,27980,23.94567548248749,0.3691105879926191
Target,2026,MD&A,Supply Chain,66,29270,22.548684660061497,-1.3969908224259946
Target,2022,Risk Factors,Capital Investment,0,6999,0.0,
Target,2023,Risk Factors,Capital Investment,0,6871,0.0,0.0
Target,2024,Risk Factors,Capital Investment,0,8619,0.0,0.0
Target,2025,Risk Factors,Capital Investment,0,11003,0.0,0.0
Target,2026,Risk Factors,Capital Investment,0,12072,0.0,0.0
Target,2022,Risk Factors,Competition,11,6999,15.716530932990427,
Target,2023,Risk Factors,Competition,10,6871,14.553922282055014,-1.1626086509354128
Target,2024,Risk Factors,Competition,10,8619,11.60227404571296,-2.951648236342054
Target,2025,Risk Factors,Competition,20,11003,18.176860856130148,6.574586810417188
Target,2026,Risk Factors,Competition,25,12072,20.709078860172298,2.53221800404215
Target,2022,Risk Factors,Consumer Demand,1,6999,1.4287755393627661,
Target,2023,Risk Factors,Consumer Demand,1,6871,1.4553922282055012,0.026616688842735048
Target,2024,Risk Factors,Consumer Demand,2,8619,2.320454809142592,0.8650625809370907
Target,2025,Risk Factors,Consumer Demand,12,11003,10.90611651367809,8.585661704535497
Target,2026,Risk Factors,Consumer Demand,11,12072,9.111994698475812,-1.7941218152022778
Target,2022,Risk Factors,Cybersecurity,15,6999,21.431633090441494,
Target,2023,Risk Factors,Cybersecurity,18,6871,26.197060107699027,4.765427017257533
Target,2024,Risk Factors,Cybersecurity,72,8619,83.53637312913331,57.33931302143428
Target,2025,Risk Factors,Cybersecurity,66,11003,59.983640825229486,-23.552732303903824
Target,2026,Risk Factors,Cybersecurity,65,12072,53.84360503644798,-6.140035788781503
Target,2022,Risk Factors,Debt & Interest Rates,4,6999,5.7151021574510645,
Target,2023,Risk Factors,Debt & Interest Rates,6,6871,8.732353369233008,3.017251211781944
Target,2024,Risk Factors,Debt & Interest Rates,6,8619,6.961364427427776,-1.770988941805232
Target,2025,Risk Factors,Debt & Interest Rates,6,11003,5.453058256839045,-1.5083061705887317
Target,2026,Risk Factors,Debt & Interest Rates,6,12072,4.970178926441351,-0.4828793303976937
Target,2022,Risk Factors,Economic Uncertainty,4,6999,5.7151021574510645,
Target,2023,Risk Factors,Economic Uncertainty,7,6871,10.187745597438509,4.472643439987444
Target,2024,Risk Factors,Economic Uncertainty,10,8619,11.60227404571296,1.4145284482744511
Target,2025,Risk Factors,Economic Uncertainty,14,11003,12.723802599291101,1.1215285535781412
Target,2026,Risk Factors,Economic Uncertainty,14,12072,11.597084161696488,-1.1267184375946133
Target,2022,Risk Factors,Inflation & Costs,3,6999,4.286326618088299,
Target,2023,Risk Factors,Inflation & Costs,2,6871,2.9107844564110024,-1.3755421616772963
Target,2024,Risk Factors,Inflation & Costs,2,8619,2.320454809142592,-0.5903296472684105
Target,2025,Risk Factors,Inflation & Costs,5,11003,4.544215214032537,2.223760404889945
Target,2026,Risk Factors,Inflation & Costs,5,12072,4.14181577203446,-0.4023994419980772
Target,2022,Risk Factors,Inventory,12,6999,17.145306472353194,
Target,2023,Risk Factors,Inventory,24,6871,34.929413476932034,17.78410700457884
Target,2024,Risk Factors,Inventory,24,8619,27.845457709711106,-7.083955767220928
Target,2025,Risk Factors,Inventory,27,11003,24.5387621557757,-3.3066955539354055
Target,2026,Risk Factors,Inventory,25,12072,20.709078860172298,-3.8296832956034024
Target,2022,Risk Factors,Labor,27,6999,38.576939562794685,
Target,2023,Risk Factors,Labor,29,6871,42.20637461795954,3.629435055164855
Target,2024,Risk Factors,Labor,30,8619,34.80682213713888,-7.39955248082066
Target,2025,Risk Factors,Labor,37,11003,33.627192583840774,-1.1796295532981063
Target,2026,Risk Factors,Labor,40,12072,33.13452617627568,-0.49266640756509616
Target,2022,Risk Factors,Regulation,15,6999,21.431633090441494,
Target,2023,Risk Factors,Regulation,15,6871,21.830883423082522,0.39925033264102794
Target,2024,Risk Factors,Regulation,25,8619,29.0056851142824,7.174801691199878
Target,2025,Risk Factors,Regulation,35,11003,31.809506498227755,2.8038213839453547
Target,2026,Risk Factors,Regulation,35,12072,28.992710404241222,-2.8167960939865324
Target,2022,Risk Factors,Supply Chain,31,6999,44.29204172024575,
Target,2023,Risk Factors,Supply Chain,30,6871,43.661766846165044,-0.6302748740807047
Target,2024,Risk Factors,Supply Chain,36,8619,41.768186564566655,-1.893580281598389
Target,2025,Risk Factors,Supply Chain,44,11003,39.98909388348632,-1.7790926810803356
Target,2026,Risk Factors,Supply Chain,44,12072,36.447978793903246,-3.541115089583073
Walmart,2022,MD&A,Capital Investment,21,46783,4.488810037834256,
Walmart,2023,MD&A,Capital Investment,21,48247,4.352602234335813,-0.13620780349844264
Walmart,2024,MD&A,Capital Investment,21,50918,4.124278251306022,-0.2283239830297914
Walmart,2025,MD&A,Capital Investment,23,49935,4.605987784119355,0.4817095328133334
Walmart,2026,MD&A,Capital Investment,23,48068,4.784888075226762,0.17890029110740713
Walmart,2022,MD&A,Competition,56,46783,11.97016010089135,
Walmart,2023,MD&A,Competition,60,48247,12.43600638381661,0.4658462829252592
Walmart,2024,MD&A,Competition,60,50918,11.783652146588631,-0.6523542372279785
Walmart,2025,MD&A,Competition,60,49935,12.015620306398318,0.23196815980968744
Walmart,2026,MD&A,Competition,60,48068,12.482316717982856,0.4666964115845378
Walmart,2022,MD&A,Consumer Demand,11,46783,2.3512814483893725,
Walmart,2023,MD&A,Consumer Demand,11,48247,2.279934503699712,-0.07134694468966041
Walmart,2024,MD&A,Consumer Demand,9,50918,1.767547821988295,-0.5123866817114171
Walmart,2025,MD&A,Consumer Demand,9,49935,1.8023430459597476,0.03479522397145263
Walmart,2026,MD&A,Consumer Demand,8,48068,1.6643088957310477,-0.13803415022869991
Walmart,2022,MD&A,Cybersecurity,8,46783,1.7100228715559072,
Walmart,2023,MD&A,Cybersecurity,9,48247,1.8654009575724915,0.15537808601658432
Walmart,2024,MD&A,Cybersecurity,70,50918,13.747594171020072,11.88219321344758
Walmart,2025,MD&A,Cybersecurity,72,49935,14.41874436767798,0.6711501966579085
Walmart,2026,MD&A,Cybersecurity,72,48068,14.978780061579428,0.5600356939014475
Walmart,2022,MD&A,Debt & Interest Rates,130,46783,27.78787166278349,
Walmart,2023,MD&A,Debt & Interest Rates,127,48247,26.322880179078492,-1.464991483704999
Walmart,2024,MD&A,Debt & Interest Rates,122,50918,23.960092698063555,-2.362787481014937
Walmart,2025,MD&A,Debt & Interest Rates,111,49935,22.22889756683689,-1.7311951312266665
Walmart,2026,MD&A,Debt & Interest Rates,113,48068,23.50836315220105,1.2794655853641608
Walmart,2022,MD&A,Economic Uncertainty,16,46783,3.4200457431118143,
Walmart,2023,MD&A,Economic Uncertainty,19,48247,3.9380686882085936,0.5180229450967793
Walmart,2024,MD&A,Economic Uncertainty,19,50918,3.7314898464197337,-0.20657884178885988
Walmart,2025,MD&A,Economic Uncertainty,15,49935,3.0039050765995796,-0.7275847698201541
Walmart,2026,MD&A,Economic Uncertainty,13,48068,2.704501955562953,-0.2994031210366268
Walmart,2022,MD&A,Inflation & Costs,16,46783,3.4200457431118143,
Walmart,2023,MD&A,Inflation & Costs,32,48247,6.632536738035526,3.2124909949237117
Walmart,2024,MD&A,Inflation & Costs,19,50918,3.7314898464197337,-2.9010468916157923
Walmart,2025,MD&A,Inflation & Costs,9,49935,1.8023430459597476,-1.929146800459986
Walmart,2026,MD&A,Inflation & Costs,8,48068,1.6643088957310477,-0.13803415022869991
Walmart,2022,MD&A,Inventory,50,46783,10.687642947224418,
Walmart,2023,MD&A,Inventory,48,48247,9.948805107053287,-0.7388378401711311
Walmart,2024,MD&A,Inventory,43,50918,8.444950705055186,-1.503854401998101
Walmart,2025,MD&A,Inventory,44,49935,8.811454891358766,0.3665041863035796
Walmart,2026,MD&A,Inventory,43,48068,8.945660314554381,0.13420542319561513
Walmart,2022,MD&A,Labor,49,46783,10.473890088279932,
Walmart,2023,MD&A,Labor,50,48247,10.36333865318051,-0.11055143509942233
Walmart,2024,MD&A,Labor,55,50918,10.801681134372913,0.4383424811924037
Walmart,2025,MD&A,Labor,60,49935,12.015620306398318,1.2139391720254054
Walmart,2026,MD&A,Labor,72,48068,14.978780061579428,2.9631597551811097
Walmart,2022,MD&A,Regulation,73,46783,15.60395870294765,
Walmart,2023,MD&A,Regulation,81,48247,16.788608618152423,1.1846499152047727
Walmart,2024,MD&A,Regulation,94,50918,18.461055029655526,1.6724464115031026
Walmart,2025,MD&A,Regulation,101,49935,20.22629418243717,1.7652391527816427
Walmart,2026,MD&A,Regulation,98,48068,20.387783972705336,0.1614897902681669
Walmart,2022,MD&A,Supply Chain,127,46783,27.146613085950026,
Walmart,2023,MD&A,Supply Chain,131,48247,27.151947271332933,0.005334185382906753
Walmart,2024,MD&A,Supply Chain,149,50918,29.26273616402844,2.1107888926955063
Walmart,2025,MD&A,Supply Chain,149,49935,29.83879042755582,0.5760542635273822
Walmart,2026,MD&A,Supply Chain,132,48068,27.461096779562286,-2.377693647993535
Walmart,2022,Risk Factors,Capital Investment,5,18897,2.6459226332222046,
Walmart,2023,Risk Factors,Capital Investment,5,19858,2.5178769261758487,-0.12804570704635587
Walmart,2024,Risk Factors,Capital Investment,5,22467,2.225486268749722,-0.2923906574261266
Walmart,2025,Risk Factors,Capital Investment,5,22812,2.191828862002455,-0.03365740674726725
Walmart,2026,Risk Factors,Capital Investment,5,21703,2.303828963737732,0.11200010173527719
Walmart,2022,Risk Factors,Competition,51,18897,26.988410858866484,
Walmart,2023,Risk Factors,Competition,55,19858,27.696646187934334,0.7082353290678505
Walmart,2024,Risk Factors,Competition,52,22467,23.145057194997108,-4.551588992937226
Walmart,2025,Risk Factors,Competition,47,22812,20.603191302823078,-2.5418658921740303
Walmart,2026,Risk Factors,Competition,52,21703,23.959821222872417,3.3566299200493397
Walmart,2022,Risk Factors,Consumer Demand,6,18897,3.1751071598666454,
Walmart,2023,Risk Factors,Consumer Demand,6,19858,3.0214523114110183,-0.15365484845562705
Walmart,2024,Risk Factors,Consumer Demand,9,22467,4.005875283749499,0.9844229723384808
Walmart,2025,Risk Factors,Consumer Demand,9,22812,3.9452919516044185,-0.060583332145080604
Walmart,2026,Risk Factors,Consumer Demand,8,21703,3.6861263419803714,-0.2591656096240471
Walmart,2022,Risk Factors,Cybersecurity,7,18897,3.704291686511086,
Walmart,2023,Risk Factors,Cybersecurity,8,19858,4.028603081881358,0.32431139537027187
Walmart,2024,Risk Factors,Cybersecurity,68,22467,30.266613254996216,26.23801017311486
Walmart,2025,Risk Factors,Cybersecurity,71,22812,31.12396984043486,0.8573565854386445
Walmart,2026,Risk Factors,Cybersecurity,72,21703,33.175137077823344,2.0511672373884835
Walmart,2022,Risk Factors,Debt & Interest Rates,2,18897,1.0583690532888819,
Walmart,2023,Risk Factors,Debt & Interest Rates,4,19858,2.014301540940679,0.9559324876517972
Walmart,2024,Risk Factors,Debt & Interest Rates,4,22467,1.7803890149997774,-0.23391252594090162
Walmart,2025,Risk Factors,Debt & Interest Rates,4,22812,1.753463089601964,-0.026925925397813355
Walmart,2026,Risk Factors,Debt & Interest Rates,4,21703,1.8430631709901857,0.08960008138822162
Walmart,2022,Risk Factors,Economic Uncertainty,12,18897,6.350214319733291,
Walmart,2023,Risk Factors,Economic Uncertainty,16,19858,8.057206163762716,1.7069918440294254
Walmart,2024,Risk Factors,Economic Uncertainty,16,22467,7.12155605999911,-0.9356501037636065
Walmart,2025,Risk Factors,Economic Uncertainty,13,22812,5.698755041206382,-1.422801018792728
Walmart,2026,Risk Factors,Economic Uncertainty,11,21703,5.06842372022301,-0.6303313209833714
Walmart,2022,Risk Factors,Inflation & Costs,4,18897,2.1167381065777637,
Walmart,2023,Risk Factors,Inflation & Costs,6,19858,3.0214523114110183,0.9047142048332546
Walmart,2024,Risk Factors,Inflation & Costs,6,22467,2.6705835224996664,-0.350868788911352
Walmart,2025,Risk Factors,Inflation & Costs,6,22812,2.6301946344029457,-0.0403888880967207
Walmart,2026,Risk Factors,Inflation & Costs,6,21703,2.764594756485278,0.13440012208233254
Walmart,2022,Risk Factors,Inventory,9,18897,4.762660739799968,
Walmart,2023,Risk Factors,Inventory,11,19858,5.539329237586867,0.7766684977868987
Walmart,2024,Risk Factors,Inventory,14,22467,6.231361552499221,0.6920323149123542
Walmart,2025,Risk Factors,Inventory,15,22812,6.575486586007364,0.34412503350814294
Walmart,2026,Risk Factors,Inventory,14,21703,6.4507210984656504,-0.12476548754171368
Walmart,2022,Risk Factors,Labor,23,18897,12.171244112822142,
Walmart,2023,Risk Factors,Labor,24,19858,12.085809245644073,-0.08543486717806914
Walmart,2024,Risk Factors,Labor,30,22467,13.35291761249833,1.2671083668542575
Walmart,2025,Risk Factors,Labor,29,22812,12.712607399614239,-0.6403102128840921
Walmart,2026,Risk Factors,Labor,38,21703,17.509100124406764,4.796492724792525
Walmart,2022,Risk Factors,Regulation,67,18897,35.45536328517754,
Walmart,2023,Risk Factors,Regulation,70,19858,35.250276966461875,-0.20508631871566507
Walmart,2024,Risk Factors,Regulation,82,22467,36.49797480749544,1.2476978410335633
Walmart,2025,Risk Factors,Regulation,88,22812,38.57618797124321,2.078213163747769
Walmart,2026,Risk Factors,Regulation,85,21703,39.16509238354145,0.5889044122982412
Walmart,2022,Risk Factors,Supply Chain,85,18897,44.98068476477748,
Walmart,2023,Risk Factors,Supply Chain,88,19858,44.314633900694936,-0.6660508640825427
Walmart,2024,Risk Factors,Supply Chain,96,22467,42.72933635999466,-1.5852975407002745
Walmart,2025,Risk Factors,Supply Chain,107,22812,46.90513764685254,4.175801286857876
Walmart,2026,Risk Factors,Supply Chain,94,21703,43.31198451826937,-3.593153128583168
